ID,ROW_ID,SALES_ORGANIZATION,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,SALES_ORDER_NUMBER,LINE_ITEM,STORAGE_LOCATION,REGION,AREA,CITY,COUNTRY,POSTAL_CODE,CUSTOMER_NUMBER,DISTRIBUTION_CHANNEL,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_TYPE,MATERIAL_CODE,MATERIAL_SIZE,MATERIAL_LABEL,QUANTITY,QUANTITY_DELIVERED,UNIT,NET_PRICE,NET_VALUE,COST,CURRENCY,CONTRIBUTION_MARGIN,CONTRIBUTION_MARGIN_PCT
.1~1400,1400,ZZ,01,17,01/17,/Date(1705449600000)/,4,17,337,4,02,Schleswig-Holstein,North,KIEL,Germany,24113,80168,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,447,447,ST,5.26,2351.22,1014.69,EUR,1336.53000,0.57
.1~1399,1399,ZZ,01,17,01/17,/Date(1705449600000)/,4,17,337,3,02,Schleswig-Holstein,North,KIEL,Germany,24113,80168,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,356,356,ST,5.26,1872.56,808.12,EUR,1064.44000,0.57
.1~1398,1398,ZZ,01,17,01/17,/Date(1705449600000)/,4,17,337,2,02,Schleswig-Holstein,North,KIEL,Germany,24113,80168,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,384,384,ST,5.26,2019.84,871.68,EUR,1148.16000,0.57
.1~1397,1397,ZZ,01,17,01/17,/Date(1705449600000)/,4,17,336,4,02,Hessen,South,MAGDEBURG,Germany,39128,80138,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,438,438,ST,5.26,2303.88,994.26,EUR,1309.62000,0.57
.1~1396,1396,ZZ,01,17,01/17,/Date(1705449600000)/,4,17,335,2,02,Baden-Wurttemberg,South,KARLSRUHE,Germany,76133,80115,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,357,357,ST,5.26,1877.82,810.39,EUR,1067.43000,0.57
.1~1395,1395,ZZ,01,17,01/17,/Date(1705449600000)/,4,17,335,3,02,Baden-Wurttemberg,South,KARLSRUHE,Germany,76133,80115,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,350,350,ST,5.26,1841.00,794.50,EUR,1046.50000,0.57
.1~1394,1394,ZZ,01,17,01/17,/Date(1705449600000)/,4,17,334,4,02,Bavaria,South,NÜRNBERG,Germany,90451,80125,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,393,393,ST,5.26,2067.18,892.11,EUR,1175.07000,0.57
.1~1362,1362,ZZ,01,16,01/16,/Date(1705363200000)/,4,16,326,4,02,Hessen,South,MARBURG,Germany,35037,80139,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,422,422,ST,5.26,2219.72,957.94,EUR,1261.78000,0.57
.1~1361,1361,ZZ,01,16,01/16,/Date(1705363200000)/,4,16,328,3,02,Saxony,North,CHEMNITZ,Germany,09111,80165,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,455,455,ST,5.26,2393.30,1032.85,EUR,1360.45000,0.57
.1~1360,1360,ZZ,01,16,01/16,/Date(1705363200000)/,4,16,331,1,02,Lower Saxony,North,OLDENBURG,Germany,26129,80144,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,358,358,ST,5.26,1883.08,812.66,EUR,1070.42000,0.57
.1~1359,1359,ZZ,01,16,01/16,/Date(1705363200000)/,4,16,333,4,02,Nrth Rhine Westfalia,West,BRÜHL,Germany,50321,80149,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,345,345,ST,5.26,1814.70,783.15,EUR,1031.55000,0.57
.1~1358,1358,ZZ,01,16,01/16,/Date(1705363200000)/,4,16,327,4,02,Baden-Wurttemberg,South,FREIBURG,Germany,79098,80113,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,383,383,ST,5.26,2014.58,869.41,EUR,1145.17000,0.57
.1~1331,1331,ZZ,01,15,01/15,/Date(1705276800000)/,3,15,319,1,02,Hessen,South,FRANKFURT/MAIN,Germany,60386,80136,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,440,440,ST,5.26,2314.40,998.80,EUR,1315.60000,0.57
.1~1330,1330,ZZ,01,15,01/15,/Date(1705276800000)/,3,15,318,2,02,Hessen,South,MARBURG,Germany,35037,80139,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,421,421,ST,5.26,2214.46,955.67,EUR,1258.79000,0.57
.1~1329,1329,ZZ,01,15,01/15,/Date(1705276800000)/,3,15,323,3,02,Lower Saxony,North,NIENBURG,Germany,31582,80143,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,365,365,ST,5.26,1919.90,828.55,EUR,1091.35000,0.57
.1~1328,1328,ZZ,01,15,01/15,/Date(1705276800000)/,3,15,319,4,02,Hessen,South,FRANKFURT/MAIN,Germany,60386,80136,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,372,372,ST,5.26,1956.72,844.44,EUR,1112.28000,0.57
.1~1327,1327,ZZ,01,15,01/15,/Date(1705276800000)/,3,15,321,4,02,Saxony-Anhalt,North,GÜNTHERSDORF,Germany,06254,80167,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,449,449,ST,5.26,2361.74,1019.23,EUR,1342.51000,0.57
.1~1326,1326,ZZ,01,15,01/15,/Date(1705276800000)/,3,15,321,1,02,Saxony-Anhalt,North,GÜNTHERSDORF,Germany,06254,80167,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,427,427,ST,5.26,2246.02,969.29,EUR,1276.73000,0.57
.1~1325,1325,ZZ,01,15,01/15,/Date(1705276800000)/,3,15,321,2,02,Saxony-Anhalt,North,GÜNTHERSDORF,Germany,06254,80167,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,357,357,ST,5.26,1877.82,810.39,EUR,1067.43000,0.57
.1~1324,1324,ZZ,01,15,01/15,/Date(1705276800000)/,3,15,320,2,02,Lower Saxony,North,GÖTTINGEN,Germany,37073,80142,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,425,425,ST,5.26,2235.50,964.75,EUR,1270.75000,0.57
.1~1299,1299,ZZ,01,14,01/14,/Date(1705190400000)/,3,14,313,4,02,Schleswig-Holstein,North,KIEL,Germany,24113,80168,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,346,346,ST,5.26,1819.96,785.42,EUR,1034.54000,0.57
.1~1298,1298,ZZ,01,14,01/14,/Date(1705190400000)/,3,14,310,1,02,Bavaria,South,WÜRZBURG,Germany,97070,80128,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,347,347,ST,5.26,1825.22,787.69,EUR,1037.53000,0.57
.1~1297,1297,ZZ,01,14,01/14,/Date(1705190400000)/,3,14,312,3,02,Bremen,North,BREMEN,Germany,28259,80133,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,407,407,ST,5.26,2140.82,923.89,EUR,1216.93000,0.57
.1~1296,1296,ZZ,01,14,01/14,/Date(1705190400000)/,3,14,309,3,02,Bavaria,South,MÜNCHEN,Germany,80804,80122,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,408,408,ST,5.26,2146.08,926.16,EUR,1219.92000,0.57
.1~1295,1295,ZZ,01,14,01/14,/Date(1705190400000)/,3,14,310,4,02,Bavaria,South,WÜRZBURG,Germany,97070,80128,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,387,387,ST,5.26,2035.62,878.49,EUR,1157.13000,0.57
.1~1294,1294,ZZ,01,14,01/14,/Date(1705190400000)/,3,14,313,2,02,Schleswig-Holstein,North,KIEL,Germany,24113,80168,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,394,394,ST,5.26,2072.44,894.38,EUR,1178.06000,0.57
.1~1293,1293,ZZ,01,14,01/14,/Date(1705190400000)/,3,14,308,1,02,Bavaria,South,AUGSBURG,Germany,86156,80119,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,405,405,ST,5.26,2130.30,919.35,EUR,1210.95000,0.57
.1~1292,1292,ZZ,01,14,01/14,/Date(1705190400000)/,3,14,314,4,02,Nrth Rhine Westfalia,West,PADERBORN,Germany,33100,80159,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,446,446,ST,5.26,2345.96,1012.42,EUR,1333.54000,0.57
.1~1291,1291,ZZ,01,14,01/14,/Date(1705190400000)/,3,14,313,1,02,Schleswig-Holstein,North,KIEL,Germany,24113,80168,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,348,348,ST,5.26,1830.48,789.96,EUR,1040.52000,0.57
.1~1290,1290,ZZ,01,14,01/14,/Date(1705190400000)/,3,14,314,1,02,Nrth Rhine Westfalia,West,PADERBORN,Germany,33100,80159,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,436,436,ST,5.26,2293.36,989.72,EUR,1303.64000,0.57
.1~1289,1289,ZZ,01,14,01/14,/Date(1705190400000)/,3,14,316,1,02,Nrth Rhine Westfalia,West,HÜCKELHOVEN,Germany,41836,80156,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,432,432,ST,5.26,2272.32,980.64,EUR,1291.68000,0.57
.1~1288,1288,ZZ,01,14,01/14,/Date(1705190400000)/,3,14,311,1,02,Lower Saxony,North,WOLFSBURG,Germany,38444,80147,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,405,405,ST,5.26,2130.30,919.35,EUR,1210.95000,0.57
.1~1287,1287,ZZ,01,14,01/14,/Date(1705190400000)/,3,14,314,3,02,Nrth Rhine Westfalia,West,PADERBORN,Germany,33100,80159,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,414,414,ST,5.26,2177.64,939.78,EUR,1237.86000,0.57
.1~1286,1286,ZZ,01,14,01/14,/Date(1705190400000)/,3,14,312,2,02,Bremen,North,BREMEN,Germany,28259,80133,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,449,449,ST,5.26,2361.74,1019.23,EUR,1342.51000,0.57
.1~1262,1262,ZZ,01,13,01/13,/Date(1705104000000)/,3,13,302,1,02,Schleswig-Holstein,North,NEUMÜNSTER,Germany,24537,80169,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,359,359,ST,5.26,1888.34,814.93,EUR,1073.41000,0.57
.1~1261,1261,ZZ,01,13,01/13,/Date(1705104000000)/,3,13,302,4,02,Schleswig-Holstein,North,NEUMÜNSTER,Germany,24537,80169,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,409,409,ST,5.26,2151.34,928.43,EUR,1222.91000,0.57
.1~1260,1260,ZZ,01,13,01/13,/Date(1705104000000)/,3,13,306,1,02,Nrth Rhine Westfalia,West,DÜSSELDORF,Germany,40213,80152,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,425,425,ST,5.26,2235.50,964.75,EUR,1270.75000,0.57
.1~1259,1259,ZZ,01,13,01/13,/Date(1705104000000)/,3,13,300,4,02,Hessen,South,WIESBADEN,Germany,65183,80140,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,387,387,ST,5.26,2035.62,878.49,EUR,1157.13000,0.57
.1~1258,1258,ZZ,01,13,01/13,/Date(1705104000000)/,3,13,300,2,02,Hessen,South,WIESBADEN,Germany,65183,80140,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,390,390,ST,5.26,2051.40,885.30,EUR,1166.10000,0.57
.1~1257,1257,ZZ,01,13,01/13,/Date(1705104000000)/,3,13,307,1,02,Nrth Rhine Westfalia,West,DÜSSELDORF,Germany,40212,80151,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,433,433,ST,5.26,2277.58,982.91,EUR,1294.67000,0.57
.1~1256,1256,ZZ,01,13,01/13,/Date(1705104000000)/,3,13,299,2,02,Bavaria,South,INGOLSTADT,Germany,85046,80121,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,391,391,ST,5.26,2056.66,887.57,EUR,1169.09000,0.57
.1~1255,1255,ZZ,01,13,01/13,/Date(1705104000000)/,3,13,303,2,02,Brandenburg,North,COTTBUS,Germany,03046,80132,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,427,427,ST,5.26,2246.02,969.29,EUR,1276.73000,0.57
.1~1222,1222,ZZ,01,12,01/12,/Date(1705017600000)/,3,12,291,2,02,Baden-Wurttemberg,South,KORNTAL,Germany,70825,80116,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,434,434,ST,5.26,2282.84,985.18,EUR,1297.66000,0.57
.1~1221,1221,ZZ,01,12,01/12,/Date(1705017600000)/,3,12,296,1,02,Saxony,North,ZWICKAU,Germany,08058,80166,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,438,438,ST,5.26,2303.88,994.26,EUR,1309.62000,0.57
.1~1220,1220,ZZ,01,12,01/12,/Date(1705017600000)/,3,12,292,3,02,Hessen,South,FRANKFURT/MAIN,Germany,60386,80136,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,390,390,ST,5.26,2051.40,885.30,EUR,1166.10000,0.57
.1~1219,1219,ZZ,01,12,01/12,/Date(1705017600000)/,3,12,292,1,02,Hessen,South,FRANKFURT/MAIN,Germany,60386,80136,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,447,447,ST,5.26,2351.22,1014.69,EUR,1336.53000,0.57
.1~1218,1218,ZZ,01,12,01/12,/Date(1705017600000)/,3,12,296,2,02,Saxony,North,ZWICKAU,Germany,08058,80166,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,425,425,ST,5.26,2235.50,964.75,EUR,1270.75000,0.57
.1~1217,1217,ZZ,01,12,01/12,/Date(1705017600000)/,3,12,293,2,02,Berlin,North,WALTERSDORF,Germany,12529,80130,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,411,411,ST,5.26,2161.86,932.97,EUR,1228.89000,0.57
.1~1216,1216,ZZ,01,12,01/12,/Date(1705017600000)/,3,12,296,3,02,Saxony,North,ZWICKAU,Germany,08058,80166,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,444,444,ST,5.26,2335.44,1007.88,EUR,1327.56000,0.57
.1~1215,1215,ZZ,01,12,01/12,/Date(1705017600000)/,3,12,297,3,02,Nrth Rhine Westfalia,West,DORTMUND,Germany,44339,80150,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,367,367,ST,5.26,1930.42,833.09,EUR,1097.33000,0.57
.1~1214,1214,ZZ,01,12,01/12,/Date(1705017600000)/,3,12,294,2,02,Hamburg,North,BUXTEHUDE,Germany,21614,80134,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,361,361,ST,5.26,1898.86,819.47,EUR,1079.39000,0.57
.1~1185,1185,ZZ,01,11,01/11,/Date(1704931200000)/,3,11,289,4,02,Nrth Rhine Westfalia,West,VELBERT,Germany,42551,80161,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,448,448,ST,5.26,2356.48,1016.96,EUR,1339.52000,0.57
.1~1184,1184,ZZ,01,11,01/11,/Date(1704931200000)/,3,11,288,1,02,Nrth Rhine Westfalia,West,ESSEN,Germany,45127,80153,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,343,343,ST,5.26,1804.18,778.61,EUR,1025.57000,0.57
.1~1183,1183,ZZ,01,11,01/11,/Date(1704931200000)/,3,11,282,3,02,Bavaria,South,WÜRZBURG,Germany,97070,80128,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,448,448,ST,5.26,2356.48,1016.96,EUR,1339.52000,0.57
.1~1182,1182,ZZ,01,11,01/11,/Date(1704931200000)/,3,11,283,1,02,Baden-Wurttemberg,South,STUTTGART,Germany,70173,80118,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,453,453,ST,5.26,2382.78,1028.31,EUR,1354.47000,0.57
.1~1181,1181,ZZ,01,11,01/11,/Date(1704931200000)/,3,11,287,3,02,Lower Saxony,North,UELZEN,Germany,29525,80146,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,430,430,ST,5.26,2261.80,976.10,EUR,1285.70000,0.57
.1~1180,1180,ZZ,01,11,01/11,/Date(1704931200000)/,3,11,285,3,02,Nrth Rhine Westfalia,West,PADERBORN,Germany,33100,80159,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,360,360,ST,5.26,1893.60,817.20,EUR,1076.40000,0.57
.1~1154,1154,ZZ,01,10,01/10,/Date(1704844800000)/,2,10,278,3,02,Brandenburg,North,BRANDENBURG,Germany,14772,80131,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,413,413,ST,5.26,2172.38,937.51,EUR,1234.87000,0.57
.1~1153,1153,ZZ,01,10,01/10,/Date(1704844800000)/,2,10,274,2,02,Bavaria,South,REGENSBURG,Germany,93053,80127,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,390,390,ST,5.26,2051.40,885.30,EUR,1166.10000,0.57
.1~1152,1152,ZZ,01,10,01/10,/Date(1704844800000)/,2,10,279,1,02,Hamburg,North,BUXTEHUDE,Germany,21614,80134,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,435,435,ST,5.26,2288.10,987.45,EUR,1300.65000,0.57
.1~1151,1151,ZZ,01,10,01/10,/Date(1704844800000)/,2,10,275,4,02,Baden-Wurttemberg,South,ALBSTADT,Germany,72458,80170,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,447,447,ST,5.26,2351.22,1014.69,EUR,1336.53000,0.57
.1~1150,1150,ZZ,01,10,01/10,/Date(1704844800000)/,2,10,276,1,02,Nrth Rhine Westfalia,West,GELSENKIRCHEN,Germany,45879,80154,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,355,355,ST,5.26,1867.30,805.85,EUR,1061.45000,0.57
.1~1120,1120,ZZ,01,09,01/09,/Date(1704758400000)/,2,9,272,2,02,Hamburg,North,HAMBURG,Germany,22765,80135,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,358,358,ST,5.26,1883.08,812.66,EUR,1070.42000,0.57
.1~1119,1119,ZZ,01,09,01/09,/Date(1704758400000)/,2,9,269,3,02,Rhineland Palatinate,West,TRIER,Germany,54290,80164,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,354,354,ST,5.26,1862.04,803.58,EUR,1058.46000,0.57
.1~1118,1118,ZZ,01,09,01/09,/Date(1704758400000)/,2,9,265,2,02,Baden-Wurttemberg,South,ESSLINGEN,Germany,73730,80112,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,364,364,ST,5.26,1914.64,826.28,EUR,1088.36000,0.57
.1~1117,1117,ZZ,01,09,01/09,/Date(1704758400000)/,2,9,265,4,02,Baden-Wurttemberg,South,ESSLINGEN,Germany,73730,80112,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,351,351,ST,5.26,1846.26,796.77,EUR,1049.49000,0.57
.1~1116,1116,ZZ,01,09,01/09,/Date(1704758400000)/,2,9,270,1,02,Nrth Rhine Westfalia,West,KREFELD,Germany,47798,80157,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,446,446,ST,5.26,2345.96,1012.42,EUR,1333.54000,0.57
.1~1115,1115,ZZ,01,09,01/09,/Date(1704758400000)/,2,9,268,3,02,Nrth Rhine Westfalia,West,DÜSSELDORF,Germany,40212,80151,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,392,392,ST,5.26,2061.92,889.84,EUR,1172.08000,0.57
.1~1114,1114,ZZ,01,09,01/09,/Date(1704758400000)/,2,9,271,2,02,Bremen,North,BREMEN,Germany,28259,80133,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,362,362,ST,5.26,1904.12,821.74,EUR,1082.38000,0.57
.1~1079,1079,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,264,1,02,Berlin,North,BERLIN,Germany,13349,80129,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,446,446,ST,5.26,2345.96,1012.42,EUR,1333.54000,0.57
.1~1078,1078,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,258,2,02,Baden-Wurttemberg,South,GUNDELFINGEN,Germany,79194,80114,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,407,407,ST,5.26,2140.82,923.89,EUR,1216.93000,0.57
.1~1077,1077,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,259,2,02,Rhineland Palatinate,West,BAD KREUZNACH,Germany,55543,80163,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,374,374,ST,5.26,1967.24,848.98,EUR,1118.26000,0.57
.1~1076,1076,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,263,3,02,Lower Saxony,North,WOLFSBURG,Germany,38444,80147,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,403,403,ST,5.26,2119.78,914.81,EUR,1204.97000,0.57
.1~1075,1075,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,190,2,02,Rhineland Palatinate,West,BAD KREUZNACH,Germany,55543,80163,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,402,402,ST,5.26,2114.52,912.54,EUR,1201.98000,0.57
.1~1074,1074,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,189,2,02,Baden-Wurttemberg,South,GUNDELFINGEN,Germany,79194,80114,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,420,420,ST,5.26,2209.20,953.40,EUR,1255.80000,0.57
.1~1073,1073,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,263,4,02,Lower Saxony,North,WOLFSBURG,Germany,38444,80147,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,390,390,ST,5.26,2051.40,885.30,EUR,1166.10000,0.57
.1~1072,1072,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,262,3,02,Saxony-Anhalt,North,GÜNTHERSDORF,Germany,06254,80167,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,372,372,ST,5.26,1956.72,844.44,EUR,1112.28000,0.57
.1~1071,1071,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,194,3,02,Lower Saxony,North,WOLFSBURG,Germany,38444,80147,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,391,391,ST,5.26,2056.66,887.57,EUR,1169.09000,0.57
.1~1070,1070,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,193,3,02,Saxony-Anhalt,North,GÜNTHERSDORF,Germany,06254,80167,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,351,351,ST,5.26,1846.26,796.77,EUR,1049.49000,0.57
.1~1069,1069,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,194,4,02,Lower Saxony,North,WOLFSBURG,Germany,38444,80147,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,413,413,ST,5.26,2172.38,937.51,EUR,1234.87000,0.57
.1~1068,1068,ZZ,01,08,01/08,/Date(1704672000000)/,2,8,195,1,02,Berlin,North,BERLIN,Germany,13349,80129,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,427,427,ST,5.26,2246.02,969.29,EUR,1276.73000,0.57
.1~995,995,ZZ,01,07,01/07,/Date(1704585600000)/,2,7,182,4,02,Nrth Rhine Westfalia,West,DORTMUND,Germany,44339,80150,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,352,352,ST,5.26,1851.52,799.04,EUR,1052.48000,0.57
.1~994,994,ZZ,01,07,01/07,/Date(1704585600000)/,2,7,253,2,02,Lower Saxony,North,GÖTTINGEN,Germany,37073,80142,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,401,401,ST,5.26,2109.26,910.27,EUR,1198.99000,0.57
.1~993,993,ZZ,01,07,01/07,/Date(1704585600000)/,2,7,250,2,02,Nrth Rhine Westfalia,West,BAD OEYNHAUSEN,Germany,32547,80148,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,383,383,ST,5.26,2014.58,869.41,EUR,1145.17000,0.57
.1~992,992,ZZ,01,07,01/07,/Date(1704585600000)/,2,7,253,1,02,Lower Saxony,North,GÖTTINGEN,Germany,37073,80142,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,367,367,ST,5.26,1930.42,833.09,EUR,1097.33000,0.57
.1~991,991,ZZ,01,07,01/07,/Date(1704585600000)/,2,7,250,4,02,Nrth Rhine Westfalia,West,BAD OEYNHAUSEN,Germany,32547,80148,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,346,346,ST,5.26,1819.96,785.42,EUR,1034.54000,0.57
.1~990,990,ZZ,01,07,01/07,/Date(1704585600000)/,2,7,251,4,02,Nrth Rhine Westfalia,West,DORTMUND,Germany,44339,80150,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,434,434,ST,5.26,2282.84,985.18,EUR,1297.66000,0.57
.1~989,989,ZZ,01,07,01/07,/Date(1704585600000)/,2,7,249,4,02,Bavaria,South,INGOLSTADT,Germany,85055,80120,12,ZZ-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,368,368,ST,5.26,1935.68,835.36,EUR,1100.32000,0.57
